"Year","Team","Current Conference","Actual Conference","Team State","Team City","Coach","Ranking","Seed","RPI","Score","Opponent Score","Score Bucket","Opponent Score Bucket","Opponent","Overtimes","Round","Region","Season Wins","Season Losses","Automatic/At-Large","Opponent Current Conference","Opponent Actual Conference","Opponent State","Opponent City","Opponent Ranking","Opponent Seed","Opponent RPI","Opponent Region","Location City","Location State","Day of Week","Date","Decade","Wins","Losses"
"1999","Delaware","Colonial","America East","Delaware","Newark","Brey, Mike","0","13","55","52","62"," 50 - 59"," 60 - 69","Tennessee","0","Round of 64","East","25","5","Automatic","Southeastern","Southeastern","Tennessee","Knoxville","20","4","26","East","Charlotte","North Carolina","Friday","March 12","1990-1999","0","1"
"1999","Detroit","Horizon League","Horizon League","Michigan","Detroit","Watson, Perry","0","12","50","44","75","  0 - 49"," 70 - 79","Ohio State","0","Round of 32","South","24","5","Automatic","Big Ten","Big Ten","Ohio","Columbus","14","4","20","South","Indianapolis","Indiana","Saturday","March 13","1990-1999","0","1"
"1999","Duke","Atlantic Coast","Atlantic Coast","North Carolina","Durham","Krzyzewski, Mike","1","1","1","74","77"," 70 - 79"," 70 - 79","Connecticut","0","National Championship","East","32","1","Automatic","American Athletic","Big East","Connecticut","Storrs","3","1","3","West","St. Petersburg","Florida","Monday","March 29","1990-1999","0","1"
"1999","Evansville","Missouri Valley","Missouri Valley","Indiana","Evansville","Crews, Jim","0","11","44","74","95"," 70 - 79"," 90 - 99","Kansas","0","Round of 64","Midwest","23","9","At Large","Big Twelve","Big Twelve","Kansas","Lawrence","22","6","15","Midwest","New Orleans","Louisiana","Friday","March 12","1990-1999","0","1"
"1999","Florida","Southeastern","Southeastern","Florida","Gainesville","Donovan, Billy","23","6","32","72","73"," 70 - 79"," 70 - 79","Gonzaga","0","Sweet Sixteen","West","20","8","At Large","West Coast","West Coast","Washington","Spokane","0","10","42","West","Phoenix","Arizona","Thursday","March 18","1990-1999","0","1"
"1999","Florida A&M","Mid Eastern","Mideastern","Florida","Tallahassee","Clayton, Mickey","0","16","263","58","99"," 50 - 59"," 90 - 99","Duke","0","Round of 64","East","12","18","Automatic","Atlantic Coast","Atlantic Coast","North Carolina","Durham","1","1","1","East","Charlotte","North Carolina","Friday","March 12","1990-1999","0","1"
"1999","George Mason","Atlantic Ten","Colonial","Virginia","Fairfax","Larranaga, Jim","0","14","107","48","72","  0 - 49"," 70 - 79","Cincinnati","0","Round of 64","East","19","10","Automatic","American Athletic","Conference USA","Ohio","Cincinnati","11","3","9","East","Boston","Massachusetts","Friday","March 12","1990-1999","0","1"
"1999","George Washington","Atlantic Ten","Atlantic Ten","District of Columbia","Washington","Penders, Tom","0","11","38","88","108"," 80 - 89","100 or more","Indiana","0","Round of 64","South","20","8","At Large","Big Ten","Big Ten","Indiana","Bloomington","19","6","16","South","Orlando","Florida","Thursday","March 11","1990-1999","0","1"
"1999","Gonzaga","West Coast","West Coast","Washington","Spokane","Monson, Dan","0","10","42","62","67"," 60 - 69"," 60 - 69","Connecticut","0","Elite Eight","West","25","6","Automatic","American Athletic","Big East","Connecticut","Storrs","3","1","3","West","Phoenix","Arizona","Saturday","March 20","1990-1999","0","1"
"1999","Indiana","Big Ten","Big Ten","Indiana","Bloomington","Knight, Bob","19","6","16","61","86"," 60 - 69"," 80 - 89","St. John's, New York","0","Round of 32","South","22","10","At Large","Big East","Big East","New York","Jamaica","9","3","8","South","Orlando","Florida","Saturday","March 13","1990-1999","0","1"
"1999","Iowa","Big Ten","Big Ten","Iowa","Iowa City","Davis, Tom","21","5","12","68","78"," 60 - 69"," 70 - 79","Connecticut","0","Sweet Sixteen","West","18","9","At Large","American Athletic","Big East","Connecticut","Storrs","3","1","3","West","Phoenix","Arizona","Thursday","March 18","1990-1999","0","1"
"1999","Kansas","Big Twelve","Big Twelve","Kansas","Lawrence","Williams, Roy","22","6","15","88","92"," 80 - 89"," 90 - 99","Kentucky","1","Round of 32","Midwest","22","9","Automatic","Southeastern","Southeastern","Kentucky","Lexington","8","3","10","Midwest","New Orleans","Louisiana","Sunday","March 14","1990-1999","0","1"
"1999","Kent State","Mid American","Mid American","Ohio","Kent","Waters, Gary","0","11","23","54","61"," 50 - 59"," 60 - 69","Temple","0","Round of 64","East","23","6","Automatic","American Athletic","Atlantic Ten","Pennsylvania","Philadelphia","0","6","30","East","Boston","Massachusetts","Friday","March 12","1990-1999","0","1"
"1999","Kentucky","Southeastern","Southeastern","Kentucky","Lexington","Smith, Tubby","8","3","10","66","73"," 60 - 69"," 70 - 79","Michigan State","0","Elite Eight","Midwest","25","8","Automatic","Big Ten","Big Ten","Michigan","East Lansing","2","1","2","Midwest","St. Louis","Missouri","Sunday","March 21","1990-1999","0","1"
"1999","Lafayette","Patriot","Patriot","Pennsylvania","Easton","O'Hanlon, Fran","0","15","100","54","75"," 50 - 59"," 70 - 79","Miami, Florida","0","Round of 64","East","22","7","Automatic","Atlantic Coast","Big East","Florida","Coral Gables","10","2","11","East","Boston","Massachusetts","Friday","March 12","1990-1999","0","1"
"1999","Louisville","Atlantic Coast","Conference USA","Kentucky","Louisville","Crum, Denny","0","7","22","58","62"," 50 - 59"," 60 - 69","Creighton","0","Round of 64","South","19","10","At Large","Big East","Missouri Valley","Nebraska","Omaha","0","10","34","South","Orlando","Florida","Thursday","March 11","1990-1999","0","1"
"1999","Maryland","Big Ten","Atlantic Coast","Maryland","College Park","Williams, Gary","5","2","4","62","76"," 60 - 69"," 70 - 79","St. John's, New York","0","Sweet Sixteen","South","26","5","At Large","Big East","Big East","New York","Jamaica","9","3","8","South","Knoxville","Tennessee","Thursday","March 18","1990-1999","0","1"
"1999","Miami, Florida","Atlantic Coast","Big East","Florida","Coral Gables","Hamilton, Leonard","10","2","11","63","73"," 60 - 69"," 70 - 79","Purdue","0","Round of 32","East","22","6","At Large","Big Ten","Big Ten","Indiana","West Lafayette","0","10","25","East","Boston","Massachusetts","Sunday","March 14","1990-1999","0","1"
"1999","Miami, Ohio","Mid American","Mid American","Ohio","Oxford","Coles, Charlie","0","10","21","43","58","  0 - 49"," 50 - 59","Kentucky","0","Sweet Sixteen","Midwest","22","7","At Large","Southeastern","Southeastern","Kentucky","Lexington","8","3","10","Midwest","St. Louis","Missouri","Friday","March 19","1990-1999","0","1"
"1999","Michigan State","Big Ten","Big Ten","Michigan","East Lansing","Izzo, Tom","2","1","2","62","68"," 60 - 69"," 60 - 69","Duke","0","National Semifinals","Midwest","29","4","Automatic","Atlantic Coast","Atlantic Coast","North Carolina","Durham","1","1","1","East","St. Petersburg","Florida","Saturday","March 27","1990-1999","0","1"
"1999","Minnesota","Big Ten","Big Ten","Minnesota","Minneapolis","Haskins, Clem","0","7","24","63","75"," 60 - 69"," 70 - 79","Gonzaga","0","Round of 64","West","17","10","At Large","West Coast","West Coast","Washington","Spokane","0","10","42","West","Seattle","Washington","Thursday","March 11","1990-1999","0","1"
"1999","Mississippi","Southeastern","Southeastern","Mississippi","Oxford","Barnes, Rod","0","9","51","66","74"," 60 - 69"," 70 - 79","Michigan State","0","Round of 32","Midwest","19","12","At Large","Big Ten","Big Ten","Michigan","East Lansing","2","1","2","Midwest","Milwaukee","Wisconsin","Sunday","March 14","1990-1999","0","1"
"1999","Missouri","Southeastern","Big Twelve","Missouri","Columbia","Stewart, Norm","0","8","31","59","61"," 50 - 59"," 60 - 69","New Mexico","0","Round of 64","West","20","8","At Large","Mountain West","Western Athletic","New Mexico","Albuquerque","25","9","74","West","Denver","Colorado","Thursday","March 11","1990-1999","0","1"
"1999","Missouri State","Missouri Valley","Missouri Valley","Missouri","Springfield","Alford, Steve","0","12","35","61","78"," 60 - 69"," 70 - 79","Duke","0","Sweet Sixteen","East","20","12","At Large","Atlantic Coast","Atlantic Coast","North Carolina","Durham","1","1","1","East","East Rutherford","New Jersey","Friday","March 19","1990-1999","0","1"
"1999","Mt. St. Mary's, Maryland","Northeast","Northeast","Maryland","Emmittsburg","Phelan, Jim","0","16","171","53","76"," 50 - 59"," 70 - 79","Michigan State","0","Round of 64","Midwest","15","14","Automatic","Big Ten","Big Ten","Michigan","East Lansing","2","1","2","Midwest","Milwaukee","Wisconsin","Friday","March 12","1990-1999","0","1"
"1999","Murray State","Ohio Valley","Ohio Valley","Kentucky","Murray","Anderson, Tevester","0","13","66","58","72"," 50 - 59"," 70 - 79","Ohio State","0","Round of 64","South","27","5","Automatic","Big Ten","Big Ten","Ohio","Columbus","14","4","20","South","Indianapolis","Indiana","Thursday","March 11","1990-1999","0","1"
"1999","New Mexico","Mountain West","Western Athletic","New Mexico","Albuquerque","Bliss, Dave","25","9","74","56","78"," 50 - 59"," 70 - 79","Connecticut","0","Round of 32","West","24","8","At Large","American Athletic","Big East","Connecticut","Storrs","3","1","3","West","Denver","Colorado","Saturday","March 13","1990-1999","0","1"
"1999","New Mexico State","Western Athletic","Big West","New Mexico","Las Cruces","Henson, Lou","0","14","75","60","82"," 60 - 69"," 80 - 89","Kentucky","0","Round of 64","Midwest","23","9","Automatic","Southeastern","Southeastern","Kentucky","Lexington","8","3","10","Midwest","New Orleans","Louisiana","Friday","March 12","1990-1999","0","1"
"1999","North Carolina","Atlantic Coast","Atlantic Coast","North Carolina","Chapel Hill","Guthridge, Bill","13","3","7","74","76"," 70 - 79"," 70 - 79","Weber State","0","Round of 64","West","24","9","At Large","Big Sky","Big Sky","Utah","Ogden","0","14","58","West","Seattle","Washington","Thursday","March 11","1990-1999","0","1"
"1999","Ohio State","Big Ten","Big Ten","Ohio","Columbus","O'Brien, Jim(2)","14","4","20","58","64"," 50 - 59"," 60 - 69","Connecticut","0","National Semifinals","South","23","8","At Large","American Athletic","Big East","Connecticut","Storrs","3","1","3","West","St. Petersburg","Florida","Saturday","March 27","1990-1999","0","1"
"1999","Oklahoma","Big Twelve","Big Twelve","Oklahoma","Norman","Sampson, Kelvin","0","13","49","46","54","  0 - 49"," 50 - 59","Michigan State","0","Sweet Sixteen","Midwest","20","10","At Large","Big Ten","Big Ten","Michigan","East Lansing","2","1","2","Midwest","St. Louis","Missouri","Friday","March 19","1990-1999","0","1"
"1999","Oklahoma State","Big Twelve","Big Twelve","Oklahoma","Stillwater","Sutton, Eddie","0","9","53","74","81"," 70 - 79"," 80 - 89","Auburn","0","Round of 32","South","22","10","At Large","Southeastern","Southeastern","Alabama","Auburn","4","1","6","South","Indianapolis","Indiana","Saturday","March 13","1990-1999","0","1"
"1999","Pennsylvania","Ivy League","Ivy League","Pennsylvania","Philadelphia","Dunphy, Fran","0","11","52","61","75"," 60 - 69"," 70 - 79","Florida","0","Round of 64","West","21","5","Automatic","Southeastern","Southeastern","Florida","Gainesville","23","6","32","West","Seattle","Washington","Thursday","March 11","1990-1999","0","1"
"1999","Purdue","Big Ten","Big Ten","Indiana","West Lafayette","Keady, Gene","0","10","25","55","77"," 50 - 59"," 70 - 79","Temple","0","Sweet Sixteen","East","19","12","At Large","American Athletic","Atlantic Ten","Pennsylvania","Philadelphia","0","6","30","East","East Rutherford","New Jersey","Friday","March 19","1990-1999","0","1"
"1999","Rhode Island","Atlantic Ten","Atlantic Ten","Rhode Island","Kingston","Harrick, Jim","0","12","69","70","81"," 70 - 79"," 80 - 89","Charlotte","1","Round of 64","Midwest","20","10","Automatic","Conference USA","Conference USA","North Carolina","Charlotte","24","5","19","Midwest","Milwaukee","Wisconsin","Friday","March 12","1990-1999","0","1"
"1999","Samford","Southern","Atlantic Sun","Alabama","Birmingham","Tillette, Jimmy","0","14","80","43","69","  0 - 49"," 60 - 69","St. John's, New York","0","Round of 64","South","24","5","Automatic","Big East","Big East","New York","Jamaica","9","3","8","South","Orlando","Florida","Thursday","March 11","1990-1999","0","1"
"1999","Siena","Metro Atlantic","Metro Atlantic","New York","Albany","Hewitt, Paul","0","13","37","80","94"," 80 - 89"," 90 - 99","Arkansas","0","Round of 64","West","25","5","Automatic","Southeastern","Southeastern","Arkansas","Fayetteville","17","4","28","West","Denver","Colorado","Thursday","March 11","1990-1999","0","1"
"1999","St. John's, New York","Big East","Big East","New York","Jamaica","Jarvis, Mike","9","3","8","74","77"," 70 - 79"," 70 - 79","Ohio State","0","Elite Eight","South","25","8","At Large","Big Ten","Big Ten","Ohio","Columbus","14","4","20","South","Knoxville","Tennessee","Saturday","March 20","1990-1999","0","1"
"1999","Stanford","Pacific Twelve","Pacific Twelve","California","Palo Alto","Montgomery, Mike","7","2","5","74","82"," 70 - 79"," 80 - 89","Gonzaga","0","Round of 32","West","25","6","Automatic","West Coast","West Coast","Washington","Spokane","0","10","42","West","Seattle","Washington","Saturday","March 13","1990-1999","0","1"
"1999","Syracuse","Atlantic Coast","Big East","New York","Syracuse","Boeheim, Jim","0","8","39","61","69"," 60 - 69"," 60 - 69","Oklahoma State","0","Round of 64","South","21","11","At Large","Big Twelve","Big Twelve","Oklahoma","Stillwater","0","9","53","South","Indianapolis","Indiana","Thursday","March 11","1990-1999","0","1"
"1999","Temple","American Athletic","Atlantic Ten","Pennsylvania","Philadelphia","Chaney, John","0","6","30","64","85"," 60 - 69"," 80 - 89","Duke","0","Elite Eight","East","21","10","At Large","Atlantic Coast","Atlantic Coast","North Carolina","Durham","1","1","1","East","East Rutherford","New Jersey","Sunday","March 21","1990-1999","0","1"
"1999","Tennessee","Southeastern","Southeastern","Tennessee","Knoxville","Green, Jerry","20","4","26","51","81"," 50 - 59"," 80 - 89","Missouri State","0","Round of 32","East","20","8","At Large","Missouri Valley","Missouri Valley","Missouri","Springfield","0","12","35","East","Charlotte","North Carolina","Sunday","March 14","1990-1999","0","1"
"1999","Texas","Big Twelve","Big Twelve","Texas","Austin","Barnes, Rick","0","7","45","54","58"," 50 - 59"," 50 - 59","Purdue","0","Round of 64","East","19","12","At Large","Big Ten","Big Ten","Indiana","West Lafayette","0","10","25","East","Boston","Massachusetts","Friday","March 12","1990-1999","0","1"
"1999","Texas-San Antonio","Conference USA","Southland","Texas","San Antonio","Carter, Tim","0","16","160","66","91"," 60 - 69"," 90 - 99","Connecticut","0","Round of 64","West","18","10","Automatic","American Athletic","Big East","Connecticut","Storrs","3","1","3","West","Denver","Colorado","Thursday","March 11","1990-1999","0","1"
"1999","Tulsa","American Athletic","Western Athletic","Oklahoma","Tulsa","Self, Bill","0","9","29","56","97"," 50 - 59"," 90 - 99","Duke","0","Round of 32","East","22","9","At Large","Atlantic Coast","Atlantic Coast","North Carolina","Durham","1","1","1","East","Charlotte","North Carolina","Sunday","March 14","1990-1999","0","1"
"1999","UAB","Conference USA","Conference USA","Alabama","Birmingham","Bartow, Murray","0","12","48","64","77"," 60 - 69"," 70 - 79","Iowa","0","Round of 64","West","20","11","At Large","Big Ten","Big Ten","Iowa","Iowa City","21","5","12","West","Denver","Colorado","Thursday","March 11","1990-1999","0","1"
"1999","UCLA","Pacific Twelve","Pacific Twelve","California","Los Angeles","Lavin, Steve","15","5","17","53","56"," 50 - 59"," 50 - 59","Detroit","0","Round of 64","South","22","8","At Large","Horizon League","Horizon League","Michigan","Detroit","0","12","50","South","Indianapolis","Indiana","Thursday","March 11","1990-1999","0","1"
"1999","Utah","Pacific Twelve","Western Athletic","Utah","Salt Lake City","Majerus, Rick","6","2","18","58","66"," 50 - 59"," 60 - 69","Miami, Ohio","0","Round of 32","Midwest","27","4","Automatic","Mid American","Mid American","Ohio","Oxford","0","10","21","Midwest","New Orleans","Louisiana","Sunday","March 14","1990-1999","0","1"
"1999","Valparaiso","Missouri Valley","Summit League","Indiana","Valparaiso","Drew, Homer","0","15","134","60","82"," 60 - 69"," 80 - 89","Maryland","0","Round of 64","South","23","8","Automatic","Big Ten","Atlantic Coast","Maryland","College Park","5","2","4","South","Orlando","Florida","Thursday","March 11","1990-1999","0","1"
